,rseed,num_req,adm_rate,succ_order_rate,service_rate,policy,pct
650,1,144,6.9444,100.0,6.9444,NomiSch,83
651,2,155,7.0968,90.9091,6.4516,NomiSch,83
652,3,179,7.8212,85.7143,6.7039,NomiSch,83
653,4,179,7.2626,92.3077,6.7039,NomiSch,83
654,5,160,10.625,64.7059,6.875,NomiSch,83
655,6,167,7.1856,91.6667,6.5868,NomiSch,83
656,7,164,7.3171,83.3333,6.0976,NomiSch,83
657,8,165,7.2727,91.6667,6.6667,NomiSch,83
658,9,180,6.1111,90.9091,5.5556,NomiSch,83
659,10,162,6.7901,90.9091,6.1728,NomiSch,83
660,11,180,5.5556,100.0,5.5556,NomiSch,83
661,12,152,6.5789,100.0,6.5789,NomiSch,83
662,13,145,7.5862,90.9091,6.8966,NomiSch,83
663,14,164,7.3171,83.3333,6.0976,NomiSch,83
664,15,154,7.7922,91.6667,7.1429,NomiSch,83
665,16,168,7.1429,83.3333,5.9524,NomiSch,83
666,17,182,5.4945,100.0,5.4945,NomiSch,83
667,18,180,6.6667,83.3333,5.5556,NomiSch,83
668,19,161,6.2112,100.0,6.2112,NomiSch,83
669,20,204,5.3922,100.0,5.3922,NomiSch,83
670,21,178,6.1798,100.0,6.1798,NomiSch,83
671,22,159,6.2893,100.0,6.2893,NomiSch,83
672,23,158,6.962,100.0,6.962,NomiSch,83
673,24,185,7.027,92.3077,6.4865,NomiSch,83
674,25,166,7.2289,91.6667,6.6265,NomiSch,83
675,26,182,8.7912,68.75,6.044,NomiSch,83
676,27,186,5.3763,100.0,5.3763,NomiSch,83
677,28,174,9.1954,68.75,6.3218,NomiSch,83
678,29,169,5.9172,100.0,5.9172,NomiSch,83
679,30,165,7.2727,91.6667,6.6667,NomiSch,83
680,31,154,7.7922,91.6667,7.1429,NomiSch,83
681,32,160,7.5,91.6667,6.875,NomiSch,83
682,33,181,5.5249,100.0,5.5249,NomiSch,83
683,34,144,7.6389,100.0,7.6389,NomiSch,83
684,35,185,5.9459,90.9091,5.4054,NomiSch,83
685,36,173,6.9364,91.6667,6.3584,NomiSch,83
686,37,182,5.4945,100.0,5.4945,NomiSch,83
687,38,185,5.9459,100.0,5.9459,NomiSch,83
688,39,188,7.9787,73.3333,5.8511,NomiSch,83
689,40,156,7.0513,90.9091,6.4103,NomiSch,83
690,41,160,6.25,100.0,6.25,NomiSch,83
691,42,156,8.9744,71.4286,6.4103,NomiSch,83
692,43,164,7.3171,91.6667,6.7073,NomiSch,83
693,44,170,6.4706,100.0,6.4706,NomiSch,83
694,45,169,5.9172,100.0,5.9172,NomiSch,83
