,rseed,num_req,adm_rate,succ_order_rate,service_rate,policy,pct
548,49,172,7.5581,100.0,7.5581,FOFS,80
549,50,179,7.2626,100.0,7.2626,FOFS,80
550,1,144,9.0278,100.0,9.0278,FOFS,81
551,2,155,9.0323,100.0,9.0323,FOFS,81
552,3,179,7.8212,100.0,7.8212,FOFS,81
553,4,179,8.3799,100.0,8.3799,FOFS,81
554,5,160,9.375,100.0,9.375,FOFS,81
555,6,167,6.5868,100.0,6.5868,FOFS,81
556,7,164,7.9268,100.0,7.9268,FOFS,81
557,8,165,9.0909,100.0,9.0909,FOFS,81
558,9,180,8.3333,100.0,8.3333,FOFS,81
559,10,162,7.4074,100.0,7.4074,FOFS,81
560,11,180,7.2222,100.0,7.2222,FOFS,81
561,12,152,10.5263,100.0,10.5263,FOFS,81
562,13,145,9.6552,100.0,9.6552,FOFS,81
563,14,164,7.3171,100.0,7.3171,FOFS,81
564,15,154,9.0909,100.0,9.0909,FOFS,81
565,16,168,7.7381,100.0,7.7381,FOFS,81
566,17,182,6.044,100.0,6.044,FOFS,81
567,18,180,7.7778,100.0,7.7778,FOFS,81
568,19,161,7.4534,100.0,7.4534,FOFS,81
569,20,204,5.3922,100.0,5.3922,FOFS,81
570,21,178,6.7416,100.0,6.7416,FOFS,81
571,22,159,7.5472,100.0,7.5472,FOFS,81
572,23,158,9.4937,100.0,9.4937,FOFS,81
573,24,185,7.5676,100.0,7.5676,FOFS,81
574,25,166,8.4337,100.0,8.4337,FOFS,81
575,26,182,6.5934,100.0,6.5934,FOFS,81
